256.000000	256.000000	b 320
256.800000	256.800000	b 321
257.600000	257.600000	b 322
258.400000	258.400000	b 323
259.200000	259.200000	b 324
260.000000	260.000000	b 325
260.800000	260.800000	b 326
261.600000	261.600000	b 327
262.400000	262.400000	b 328
263.200000	263.200000	b 329
264.000000	264.000000	b 330
264.800000	264.800000	b 331
265.600000	265.600000	b 332
266.400000	266.400000	b 333
267.200000	267.200000	b 334
268.000000	268.000000	b 335
268.800000	268.800000	b 336
269.600000	269.600000	b 337
270.400000	270.400000	b 338
271.200000	271.200000	b 339
272.000000	272.000000	b 340
272.800000	272.800000	b 341
273.600000	273.600000	b 342
274.400000	274.400000	b 343
275.200000	275.200000	b 344
276.000000	276.000000	b 345
276.800000	276.800000	b 346
277.600000	277.600000	b 347
278.400000	278.400000	b 348
279.200000	279.200000	b 349
280.000000	280.000000	b 350
280.800000	280.800000	b 351
281.600000	281.600000	b 352
282.400000	282.400000	b 353
283.200000	283.200000	b 354
284.000000	284.000000	b 355
284.800000	284.800000	b 356
285.600000	285.600000	b 357
286.400000	286.400000	b 358
287.200000	287.200000	b 359
288.000000	288.000000	b 360
288.800000	288.800000	b 361
289.600000	289.600000	b 362
290.400000	290.400000	b 363
291.200000	291.200000	b 364
292.000000	292.000000	b 365
292.800000	292.800000	b 366
293.600000	293.600000	b 367
294.400000	294.400000	b 368
295.200000	295.200000	b 369
296.000000	296.000000	b 370
296.800000	296.800000	b 371
297.600000	297.600000	b 372
298.400000	298.400000	b 373
299.200000	299.200000	b 374
300.000000	300.000000	b 375
300.800000	300.800000	b 376
301.600000	301.600000	b 377
302.400000	302.400000	b 378
303.200000	303.200000	b 379
304.000000	304.000000	b 380
304.800000	304.800000	b 381
305.600000	305.600000	b 382
306.400000	306.400000	b 383
307.200000	307.200000	b 384
308.000000	308.000000	b 385
308.800000	308.800000	b 386
309.600000	309.600000	b 387
310.400000	310.400000	b 388
311.200000	311.200000	b 389
312.000000	312.000000	b 390
312.800000	312.800000	b 391
313.600000	313.600000	b 392
314.400000	314.400000	b 393
315.200000	315.200000	b 394
316.000000	316.000000	b 395
316.800000	316.800000	b 396
317.600000	317.600000	b 397
318.400000	318.400000	b 398
319.200000	319.200000	b 399
320.000000	320.000000	b 400
320.800000	320.800000	b 401
321.600000	321.600000	b 402
322.400000	322.400000	b 403
323.200000	323.200000	b 404
324.000000	324.000000	b 405
324.800000	324.800000	b 406
325.600000	325.600000	b 407
326.400000	326.400000	b 408
327.200000	327.200000	b 409
328.000000	328.000000	b 410
328.800000	328.800000	b 411
329.600000	329.600000	b 412
330.400000	330.400000	b 413
331.200000	331.200000	b 414
332.000000	332.000000	b 415
332.800000	332.800000	b 416
333.600000	333.600000	b 417
334.400000	334.400000	b 418
335.200000	335.200000	b 419
336.000000	336.000000	b 420
336.800000	336.800000	b 421
337.600000	337.600000	b 422
338.400000	338.400000	b 423
339.200000	339.200000	b 424
340.000000	340.000000	b 425
340.800000	340.800000	b 426
341.600000	341.600000	b 427
342.400000	342.400000	b 428
343.200000	343.200000	b 429
344.000000	344.000000	b 430
344.800000	344.800000	b 431
345.600000	345.600000	b 432
346.400000	346.400000	b 433
347.200000	347.200000	b 434
348.000000	348.000000	b 435
348.800000	348.800000	b 436
349.600000	349.600000	b 437
350.400000	350.400000	b 438
351.200000	351.200000	b 439
352.000000	352.000000	b 440
352.800000	352.800000	b 441
353.600000	353.600000	b 442
354.400000	354.400000	b 443
355.200000	355.200000	b 444
356.000000	356.000000	b 445
356.800000	356.800000	b 446
357.600000	357.600000	b 447
358.400000	358.400000	b 448
359.200000	359.200000	b 449
360.000000	360.000000	b 450
360.800000	360.800000	b 451
361.600000	361.600000	b 452
362.400000	362.400000	b 453
363.200000	363.200000	b 454
364.000000	364.000000	b 455
364.800000	364.800000	b 456
365.600000	365.600000	b 457
366.400000	366.400000	b 458
367.200000	367.200000	b 459
368.000000	368.000000	b 460
368.800000	368.800000	b 461
369.600000	369.600000	b 462
370.400000	370.400000	b 463
371.200000	371.200000	b 464
372.000000	372.000000	b 465
372.800000	372.800000	b 466
373.600000	373.600000	b 467
374.400000	374.400000	b 468
